Id;cod_ind_p;nome_ind_p;definicao_p;inter_p;met_calc_p;fonte_p;valor_ref_p;period_p;atuali_p;period_c_p;abrang_g_p;nivel_a_p;dimen_p;limit_p;bibli_p;quest_pen_p;bobs_p;periodo_inic;periodo_fin;sexo;ajuste;cobertura;renda;escolaridade;situacao;pnad;sus;especialista;esfera;fxetaria;tabela;erro;porte;status
44;G02;Tempo médio de permanência hospitalar por fratura no quadril;Número médio de dias de internação de pacientes com 60 anos ou mais de idade, por fratura no quadril.;Estima o tempo médio de permanência hospitalar de pacientes com 60 anos ou mais de idade, por fratura no quadril. Um tempo de permanência muito longo aponta para uma inadequação do cuidado hospitalar.;Numerador: número de dias de internação de pacientes com 60 anos ou mais de idade, por fratura no quadril. Denominador: total de internações de pacientes com 60 anos ou mais de idade, por fratura no quadril. Códigos CID-10: S72.0, S72.1, S72.2.;SIH-SUS.;;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;Média complexidade;Adequação.;1 - Pacientes com quadros mais graves da doença e presença de comorbidades podem permanecer por mais tempo em internação hospitalar. Entretanto, essa informacão não está disponível ou apresenta qualidade básica no SIH. 2 - O indicador não leva em consideração a natureza juridica (pública ou privada) dos hospitais. 3 - Valores maiores podem ser observados onde a participação do setor público é mais expressiva.;1 - J J W Roche, R T Wenn O Sahota, C G Moran. Effect of comorbidities and postoperative complications on mortality after hip fracture in elderly people: prospective observational cohort study BMJ 2005 331:1374 (10 December). 2 - Orosz GM, Magaziner J, Hannan EL, Morrison RS, Koval K, Gilbert M, McLaughlin M, Halm EA, Wang JJ, Litke A, et al. Association of Timing of Surgery for Hip Fracture and Patient Outcomes. JAMA. 2004 291:1738-1743.;;;2000;2017;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
45;G03;Meningites bacterianas diagnosticadas laboratorialmente;Percentual de meningites bacterianas que tiveram confirmação diagnóstica laboratorialmente (cultura, contra-imuno-eletroforese ou látex), na população residente em determinado espaço geográfico, no ano considerado.;Um percentual elevado de meningites confirmadas por critérios laboratoriais está associado à maior qualidade diagnóstica na atenção primária e adequação no tratamento, evitando complicações neurológicas.;Numerador: número de casos de meningite bacteriana confirmados por critério laboratorial (cultura, contra-imuno-eletroforese ou látex), por residência X 100. Denominador: número de casos de meningite bacteriana. Os valores devem ser multiplicados por 100. As categorias para seleção dos casos são: MMC meningococcemia MM meningite meningocócica MMC+MM - meningococcemia com meningite meningocócica MTBC- meningite tuberculosa MB- meningite por outras bactérias e meningites bacterianas não especificadas MH -meningite por hemófilo MP -meningite por pneumococo.;Sinan.;;Mensal.;Anual.;2001 - 2014;Regiões de Saúde.;Básica;Adequação.;1 - Não preenchimento da variável critério de confirmação . 2 -Preenchimento incorreto da variável critério , que deve ser de confirmação e não de descarte. 3 - Os casos de meningite podem estar subestimados, já que trabalha-se apenas com casos notificados.;;Indicador presente na Programação das Ações de Vigilância em Saúde (PAVS), estabelecido pela Portaria nº 64/SVS, de 30 de maio de 2008 revogada pela Portaria nº 135, de 3 de julho de 2009.;;2001;2017;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
46;G04;Partos cesáreos;Percentual de partos cesáreos no total de partos, na população residente em determinado espaço geográfico, no ano considerado.;1 - Indica a participação relativa dos partos cesáreos no total de partos. O número de nascidos vivos é adotado como uma aproximação do total de partos.2 - Percentuais elevados podem significar, entre outros fatores, a concentração de partos considerados de alto risco, em municípios onde existem unidades de referência para a assistência ao parto. 3 - É influenciado pelo modelo de assistência obstétrica adotado, pelas condições socioeconômicas e de saúde da gestante e pela disponibilidade de recursos especializados (tecnologias e serviços).;Numerador: número de nascidos vivos de mulheres que fizeram parto cesáreo X 100. Denominador: número total de nascidos vivos. Foram excluídas as ocorrências sem informação sobre o tipo e o local de parto.;SINASC.;;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;Média complexidade;Adequação.;;1 - Barbosa, G. et al. Parto cesáreo: quem o deseja? Em quais circunstâncias?. Cad. Saúde Pública. 2003, v. 19, n. 6, pp. 1611-1620. 2 - Betran AP, Merialdi M, Lauer JA, et al. Rates of caesarean section: analysis of global, regional and national estimates. Paediatr Perinat Epidemiol 2007 21:98-113.;;;2000;2016;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
47;G08;Consultas de pré-natal;Percentual de nascidos vivos cujas mães fizeram mais de 6 consultas de pré-natal, segundo local de residência das mães, no ano considerado.;1 - Indica a realização de consultas de pré-natal, a partir de informações prestadas pelas mulheres durante a assistência ao parto. 2 - É influenciado por fatores socioeconômicos, pela infra-estrutura de prestação de serviços e por políticas públicas assistenciais e preventivas.;Numerador: número de nascidos vivos de mulheres residentes que fizeram mais de 6 consultas de pré-natal X 100. Denominador: número total de nascidos vivos de mulheres residentes. Foram excluídas as ocorrências sem informação sobre o número de consultas realizadas.;SINASC.;Mínimo de 6 consultas, uma no 1° trimestre, duas no 2° trimestre e três no 3° trimestre.;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;Básica;Adequação.;1 - A informação fornecida pela mãe no momento do parto refere-se ao número total de consultas sem relação com a idade gestacional. 2 - Esta informação pode estar distorcida, dada a imprecisão do conceito de consulta pré-natal .;;;;2000;2016;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
48;G10;Cuidado ao renal crônico;Razão entre o número de pacientes submetidos a tratamento de diálise renal no SUS e os pacientes submetidos a transplante renal.;Expressa possíveis barreiras de acesso ao transplante, considerado o tratamento definitivo. Quanto maior a razão, maior o número de pacientes em tratamento paliativo (diálise) à espera de transplante.;Numerador: número de pacientes submetidos a tratamento de diálise renal no SUS e de pacientes submetidos a transplante renal. Denominador: número de transplantes de rim realizados. Código numerador: 030501*. Códigos denominador: 050502010-6 e 050502009-2.;SIH-SUS.;;Mensal.;Anual.;2008 - 2015;Regiões de Saúde.;Alta;Adequação.;;;1 - 89,4% dos pacientes em programas de diálise são tratados pelo SUS. 2 - O Apac-TRS tem validade de apenas três meses, gerando várias autorizações de procedimentos de alta complexidade para o mesmo paciente. 3 - Os dados referentes aos transplantados são provenientes de duas fontes: do APAC (pacientes transplantados em uso de imunossupressores) e do Sistema Nacional de Transplantes (número de transplantes realizados segundo o procedimento).;;2008;2017;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
49;G13;Atenção ao paciente com acidente vascular cerebral (AVC);Percentual de pacientes internados por acidente vascular cerebral (AVC) que realizaram tomografia computadorizada nos primeiros 7 dias de internação.;Um paciente com sintomas sugestivos de AVC deve ser submetido a tomografia computadorizada para que seja feita a distinção entre os quadros isquêmico e hemorrágico e para que sejam definidos os cuidados adequados.;Numerador: número de internações por AVC com realização de tomografia computadorizada nos primeiros 7 dias de internação X 100. Denominador: total de internações por AVC. Código CID-10: G459, CID-10: I60, I61, I62, I63 e I64. Códigos para a realização de tomografias - SIH/Procedimentos especiais/1998-2007: 97013013 e 97013021 e SIH/Procedimentos especiais/2008-2010: 0206010079.;SIH-SUS.;;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;Média;Adequação.;;Rolim, C. L. R. C. Avaliação da efetividade do tratamento hospitalar do acidente vascular cerebral agudo no Sistema Único de Saúde - SUS - utilização da mortalidade hospitalar como Indicador de desempenho. Dissertação (mestrado). - Escola Nacional de Saúde Pública Sergio Arouca, Rio de Janeiro, 2009.;;;2000;2017;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
50;K36;Recursos próprios por habitante;Recursos próprios (impostos mais transferências constitucionais, em R$), por habitante.;Expressa a capacidade financeira da Região de Saúde através do somatório dos recursos próprios dos municípios que a compõem.;Numerador: total de receita de impostos mais transferências constitucionais. Denominador: população total residente.;SIOPS.;;Anual.;Anual.;2002 - 2015;Regiões de Saúde.;;Financiamento.;O indicador utiliza como denominador a população residente e, portanto, não considera o fluxo de usuários entre as Regiões de Saúde.;;;;2002;2017;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
52;K40;Recursos próprios destinados à saúde;Percentual dos recursos próprios (impostos mais transferências constitucionais) destinados à saúde.;Indica a prioridade da saúde em relação a outras políticas sociais.;Numerador: recursos próprios (impostos mais transferências constitucionais) destinados à saúde X 100. Denominador: valor total dos recursos próprios.;SIOPS.;;Anual.;Anual.;2002 - 2015;Regiões de Saúde.;;Financiamento.;;;;;2002;2017;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
53;K42;Recursos próprios destinados à saúde por habitante;Recursos próprios (impostos mais transferências constitucionais, em R$) destinados à saúde, por habitante.;Expressa o auto financiamento da Região de Saúde através do somatório dos recursos próprios dos municípios que a compõem.;Numerador: total de receita de impostos mais transferências constitucionais destinados à saúde. Denominador: população total residente.;SIOPS.;;Anual.;Anual.;2002 - 2015;Regiões de Saúde.;;Financiamento.;O indicador utiliza como denominador a população residente e, portanto, não considera o fluxo de usuários entre as Regiões de Saúde.;;;;2002;2017;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
54;K43;Transferências SUS por habitante;Total das transferências SUS (em R$), por habitante.;Permite identificar a dependência das RS da distribuição das transferências SUS. É importante salientar que as transferências SUS são quase totalmente destinadas ao custeio dos serviços SUS (próprios ou conveniados). E, em geral, são destinadas a itens de despesa previamente definidos.;Numerador: valor total de transferências SUS. Denominador: população total residente.;SIOPS.;;Anual.;Anual.;2002 - 2015;Regiões de Saúde.;;Financiamento.;O indicador utiliza como denominador a população residente e, portanto, não considera o fluxo de usuários entre as Regiões de Saúde.;;É importante salientar que as transferências SUS são quase totalmente destinadas ao custeio dos serviços SUS (próprios ou conveniados). E, em geral, são destinadas a itens de despesa previamente definidos.;;2002;2017;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
55;K51;Gasto público total em saúde por habitante;Gasto público total em saúde (em R$), por habitante.;Gasto em saúde, por habitante, advindo de todas as fontes, quer sejam impostos, transferências SUS de outras esferas governamentais, operações de créditos ou outras.;Numerador: gasto total em saúde (todas as fontes de financiamento). Denominador: população total residente.;SIOPS (indicador 2.1).;;Anual.;Anual.;2000 - 2015;Regiões de Saúde.;;Financiamento.;O indicador utiliza como denominador a população residente e, portanto, não considera o fluxo de usuários entre as Regiões de Saúde.;;;;2000;2017;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
56;L10;Renda média domiciliar per capita;É a média das rendas domiciliares per capita das pessoas residentes, em determinado espaço geográfico, no ano considerado.;Indica o nível econômico de uma determinada população (mas não seu grau de desigualdade).;Numerador: soma dos rendimentos mensais dos moradores dos domicílios. Denominador: total de moradores residentes nos domicílios.;Censo Demográfico (IBGE).;;Decenal.;Decenal.;1991 - 2010;Regiões de Saúde.;;Socioeconômicos e demográficos.;Numa sociedade com desigualdade elevada de renda, há maior probabilidade de presença de valores extremos na amostra, influenciando o valor da média.;;O salário mínimo do último ano para o qual a série está sendo calculada torna-se a referência para toda a série. Esse valor é corrigido para todos com base no INPC de julho de 2010, alterando o valor da linha de pobreza e consequentemente a proporção de pobres. O valor de referência, salário mínimo de 2010, é de R$ 510,00. Fonte: Datasus. Link para a nota técnica: http://tabnet.datasus.gov.br/cgi/ibge/censo/Renda_Media_Domic_Per_Capita.pdf;;1991;2010;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
57;L11;Razão de dependência;Razão entre o segmento etário da população definido como economicamente dependente (os menores de 15 anos de idade e os de 65 anos ou mais de idade) e o segmento etário potencialmente produtivo (entre 15 e 64 anos de idade), na população residente em determinado espaço geográfico, no ano considerado.;1 - Indica a participação relativa do contingente populacional potencialmente inativo, que deveria ser sustentado pela parcela da população potencialmente produtiva. 2 - Valores elevados indicam que a população em idade produtiva deve sustentar uma grande proporção de dependentes, o que significa consideráveis encargos assistenciais para a sociedade.;Númerador: número de pessoas residentes de 0 a 14 anos e de 65 anos ou mais anos de idade X 100. Denominador: número de pessoas residentes de 15 a 64 anos de idade.;Censo Demográfico (IBGE).;;Decenal.;Decenal.;1991 - 2010;Regiões de Saúde.;;Socioeconômicos e demográficos.;1 - Imprecisões da base de dados utilizada para o cálculo do indicador, relacionadas a falhas na declaração da idade nos levantamentos estatísticos ou à metodologia empregada para elaborar estimativas e projeções populacionais. 2 - O indicador pode não refletir, necessariamente, a razão de dependência econômica, em função de fatores circunstanciais que afetam o mercado de trabalho, tais como a incorporação de jovens e idosos ou a exclusão de pessoas em idade produtiva. Assim sendo, o indicador deve ser analisado em combinação com parâmetros econômicos.;;A RIPSA utiliza o parâmetro de 60 e mais anos para a população idosa e de 15 a 59 anos para a população potencialmente produtiva.;;1991;2010;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
58;L14;Índice de Desenvolvimento Humano das Regiões de Saúde;Índice de Desenvolvimento Humano das Regiões de Saúde, composto pelas dimensões longevidade, educação e renda.;O IDH é um número que varia entre 0 e 1. Quanto mais próximo de 1, maior o desenvolvimento humano de uma Região de Saúde.;Média geométrica das dimensões que compõem o IDH: longevidade, educação e renda.;Atlas do Desenvolvimento Humano no Brasil.;;Decenal.;Decenal.;2010 - 2010;Regiões de Saúde.;;Socioeconômicos e demográficos.;;;;;2010;2010;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
59;L15;Desemprego;Percentual da população residente economicamente ativa de 16 anos ou mais de idade que procurou, mas não encontrou, ocupação remunerada, na semana de referência, em determinado espaço geográfico, no ano considerado.;Indica o grau de insucesso das pessoas que desejam trabalhar e não conseguem encontrar uma ocupação no mercado de trabalho.;Numerador: população residente economicamente ativa de 16 anos ou mais de idade que procurou ocupação remunerada, mas não encontrou, na semana de referência X 100. Denominador: população residente economicamente ativa de 16 anos ou mais de idade na semana de referência.;Censo Demográfico (IBGE).;;Decenal.;Decenal.;1991 - 2010;Regiões de Saúde.;;Socioeconômicos e demográficos.;;JANNUZZI, Paulo de Martino. Indicadores sociais no Brasil: conceitos, fontes de dados e aplicações para formulação e avaliação de politicas publicas, elaboração de estudos socioeconomicos. Campinas, SP: Alinea, 2006.;Nota técnica do DataSUS sobre o indicador taxa de desemprego : http://tabnet.datasus.gov.br/cgi/ibge/censo/Taxa_Desemprego.pdf;;1991;2010;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
60;L40;Densidade demográfica;É a razão entre o número de habitantes e a extensão de determinado espaço geográfico.;Possibilita mensurar a distribuição da população residente em um determinado território, permitindo a verificação das áreas mais e menos povoadas.;Numerador: número de pessoas residentes na Região de Saúde. Denominador: área (em km²) da Região de Saúde.;IBGE.;;Anual.;Anual.;2000 - 2010;Regiões de Saúde.;;Socioeconômicos e demográficos.;;;;;2000;2017;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
61;L41;População;Número total de pessoas residentes, por sexo e/ou faixa etária, em determinado espaço geográfico, no ano considerado.;Expressa a magnitude do contingente demográfico.;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;DATASUS.;;Anual.;Anual.;2000 - 2015;Regiões de Saúde.;;Socioeconômicos e demográficos.;;;;2000 a 2013 - Estimativas preliminares efetuadas em estudo patrocinado pela Rede Interagencial de Informações para a Saúde - Ripsa. 2014 e 2015 - Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/CGIAE.;2000;2017;1;0;0;0;0;0;;0;0;0;4;1;0;0;S
62;L51;Analfabetismo;Percentual de pessoas com 15 anos ou mais de idade que não sabem ler e escrever pelo menos um bilhete simples, no idioma que conhecem, na população total residente da mesma faixa etária, em determinado espaço geográfico, no ano considerado.;Indica a proporção de pessoas analfabetas na população com 15 anos ou mais de idade.;Numerador: número de pessoas residentes de 15 anos ou mais de idade que não sabem ler e escrever um bilhete simples, no idioma que conhecem X 100. Denominador: população total residente de 15 anos ou mais de idade.;Censo Demográfico (IBGE).;;Decenal.;Decenal.;1991 - 2010;Regiões de Saúde.;;Socioeconômicos e demográficos.;;;;;1991;2010;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
64;L57;Razão de renda;Razão entre a renda dos 10% mais ricos e a dos 40% mais pobres.;É uma medida do grau de desigualdade existente na distribuição da renda.;Numerador: renda média dos 10% mais ricos. Denominador: renda média dos 40% mais pobres.;Censo Demográfico (IBGE).;;Decenal.;Decenal.;1991 - 2010;Regiões de Saúde.;;Socioeconômicos e Demográficos;;;;;1991;2010;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
65;M02;Mortalidade neonatal precoce;Taxa de mortalidade de 0 a 6 dias de vida completos, por 1.000 nascidos vivos, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de um nascido vivo morrer durante a primeira semana de vida. 2 - Reflete, de maneira geral, as condições socioeconômicas e de saúde da mãe, bem como a inadequada assistência pré-natal, ao parto e ao recém-nascido.;Numerador: número de óbitos de residentes de 0 a 6 dias de idade X 1.000. Denominador: número de nascidos vivos de mães residentes. Método;SIM e Sinasc.;A Agenda 2030 para o Desenvolvimento Sustentável, da Organização das Nações Unidas (ONU), definiu entre as metas do Objetivo 3 (Assegurar uma vida saudável e promover o bem-estar para todas e todos, em todas as idades) a redução da mortalidade neonatal para pelo menos 12 por 1.000 nascidos vivos e a mortalidade de crianças menores de 5 anos para pelo menos 25 por 1.000 nascidos vivos. Link: https://nacoesunidas.org/pos2015/ods3/;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos e de nascidos vivos (esta em menor escala), para o cálculo direto da taxa a partir de dados de sistemas de registro contínuo, especialmente nas regiões Norte e Nordeste. Essas circunstâncias impõem o uso de cálculos indiretos, baseados na mortalidade proporcional por idade, em relação à taxa de mortalidade infantil estimada por métodos demográficos específicos. 2 - A mortalidade neonatal precoce ainda pode estar subestimada pela exclusão de óbitos declarados como natimortos, mas ocorridos, na verdade, pouco após o parto. Esse viés é também uma das causas de subenumeração de nascidos vivos. 3 - Com relação às estimativas da mortalidade infantil, envolve dificuldades metodológicas e imprecisões inerentes às técnicas utilizadas, cujos pressupostos podem não se cumprir, por mudanças na dinâmica demográfica. A imprecisão é maior no caso de pequenas populações.;;;;2000;2016;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
66;M03;Mortalidade neonatal tardia;Taxa de mortalidade de 7 a 27 dias de vida completos, por 1.000 nascidos vivos, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de um nascido vivo morrer dos 7 aos 27 dias de vida. 2 - Reflete, de maneira geral, as condições socioeconômicas e de saúde da mãe, bem como a inadequada assistência pré-natal, ao parto e ao recém-nascido.;Numerador: número de óbitos de residentes de 7 a 27 dias de idade X 1.000. Denominador: número de nascidos vivos de mães residentes. Método;SIM e SINASC.;A Agenda 2030 para o Desenvolvimento Sustentável, da Organização das Nações Unidas (ONU), definiu entre as metas do Objetivo 3 (Assegurar uma vida saudável e promover o bem-estar para todas e todos, em todas as idades) a redução da mortalidade neonatal para pelo menos 12 por 1.000 nascidos vivos e a mortalidade de crianças menores de 5 anos para pelo menos 25 por 1.000 nascidos vivos. Link: https://nacoesunidas.org/pos2015/ods3/;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos e de nascidos vivos (esta em menor escala), para o cálculo direto da taxa a partir de dados de sistemas de registro contínuo, especialmente nas regiões Norte e Nordeste. Essas circunstâncias impõem o uso de cálculos indiretos, baseados na mortalidade proporcional por idade, em relação à taxa de mortalidade infantil estimada por métodos demográficos específicos. 2 - Com relação às estimativas da mortalidade infantil, envolve dificuldades metodológicas e imprecisões inerentes às técnicas utilizadas, cujos pressupostos podem não se cumprir, por mudanças na dinâmica demográfica. A imprecisão é maior no caso de pequenas populações.;;;;2000;2016;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
67;M04;Mortalidade pós-neonatal;Taxa de mortalidade de 28 a 364 dias de vida completos, por 1.000 nascidos vivos, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de um nascido vivo morrer dos 28 aos 364 dias de vida. 2 - De maneira geral, denota o desenvolvimento socioeconômico e a infra-estrutura ambiental, que condicionam a desnutrição infantil e as infecções a ela associadas. O acesso e a qualidade dos recursos disponíveis para atenção à saúde materno-infantil são também determinantes da mortalidade nesse grupo etário. 3 - Quando a taxa de mortalidade infantil é alta, a mortalidade pós-neonatal é, frequentemente, o componente mais elevado.;Numerador: número de óbitos de residentes de 28 a 364 dias de idade X 1.000. Denominador: número de nascidos vivos de mães residentes.;SIM e SINASC.;A Agenda 2030 para o Desenvolvimento Sustentável, da Organização das Nações Unidas (ONU), definiu entre as metas do Objetivo 3 (Assegurar uma vida saudável e promover o bem-estar para todas e todos, em todas as idades) a redução da mortalidade neonatal para pelo menos 12 por 1.000 nascidos vivos e a mortalidade de crianças menores de 5 anos para pelo menos 25 por 1.000 nascidos vivos. Link: https://nacoesunidas.org/pos2015/ods3/;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos e de nascidos vivos (esta em menor escala), para o cálculo direto da taxa a partir de dados de sistemas de registro contínuo, especialmente nas regiões Norte e Nordeste. Essas circunstâncias impõem o uso de cálculos indiretos, baseados na mortalidade proporcional por idade, em relação à taxa de mortalidade infantil estimada por métodos demográficos específicos. 2 - Com relação às estimativas da mortalidade infantil, envolve dificuldades metodológicas e imprecisões inerentes às técnicas utilizadas, cujos pressupostos podem não se cumprir, por mudanças na dinâmica demográfica. A imprecisão é maior no caso de pequenas populações.;;;;2000;2016;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
68;M05;Mortalidade proporcional por doença diarreica aguda em menores de 5 anos;Percentual dos óbitos por doença diarreica aguda (DDA) em relação ao total de óbitos de menores de 5 anos de idade, na população residente em determinado espaço geográfico, no ano considerado.;1 - Indica a participação relativa dos óbitos atribuídos à doença diarreica aguda na mortalidade de menores de 5 anos de idade. 2 - Reflete as condições socioeconômicas e de saneamento, bem como as ações de atenção à saúde da criança, principalmente a utilização de procedimentos básicos como a terapia de reidratação.;Numerador: número de óbitos de residentes menores de 5 anos por doença diarréica aguda X 100. Denominador: número total de óbitos de residentes menores de 5 anos por causas definidas. Códigos CID-10: A00 a A09.;SIM.;;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos captados pelo sistema de informação sobre mortalidade, especialmente nas regiões Norte e Nordeste. 2 - Apresenta restrição de uso sempre que ocorra elevada proporção de óbitos sem assistência médica ou por causas mal definidas. 3 - Requer informações adicionais sobre o risco de morte por doença diarreica aguda, pois o aumento (ou redução) proporcional de óbitos por essa causa pode ser devido a variações da frequência de outras causas no mesmo grupo etário.;REDE Interagencial de informação para a Saúde - Ripsa. Indicadores básicos para a saúde no Brasil: conceitos e aplicações. 2. ed. Brasília: OPAS, 2008. Disponível em: http://www.ripsa.org.br/2014/10/30/indicadores-basicos-para-a-saude-no-brasil-conceitos-e-aplicacoes-livro-2a-edicao-2008-2/;;;2000;2016;0;0;0;0;0;0;;0;0;0;0;1;0;0;S
69;M06;Mortalidade por causas externas;Taxa de mortalidade por causas externas (acidentes e violência), por 100 mil habitantes, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de morte por causas externas e dimensiona a sua magnitude como problema de saúde pública. 2 - Reflete aspectos culturais e de desenvolvimento socioeconômico, com o concurso de fatores de risco específicos para cada tipo de acidente ou violência. 3 - Expressa as condições da assistência médica dispensada e a qualidade do registro das ocorrências.;Numerador: número de óbitos de residentes por causas externas X 100.000. Denominador: população total residente ajustada ao meio do ano. Códigos CID-10: V01 a Y98.;SIM.;;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos captados pelo sistema de informação sobre mortalidade, especialmente nas regiões Norte e Nordeste. 2 - Apresenta restrição de uso sempre que ocorra elevada proporção de óbitos sem assistência médica ou por causas mal definidas. 3 - Imprecisões na declaração da intencionalidade da ocorrência (homicídio, suicídio ou acidente) condicionam o aumento da proporção de causas externas de intenção não determinada, comprometendo a qualidade do indicador. Isto ocorre sempre que é registrada apenas a natureza da lesão observada (capítulo XIX da CID-10 e capítulo XVII da CID-9), dificultando a codificação segundo a causa externa (capítulo XX da CID-10 e classificação suplementar de causas externas da CID-9).;REDE Interagencial de informação para a Saúde - Ripsa. Indicadores básicos para a saúde no Brasil: conceitos e aplicações. 2. ed. Brasília: OPAS, 2008. Disponível em: http://www.ripsa.org.br/2014/10/30/indicadores-basicos-para-a-saude-no-brasil-conceitos-e-aplicacoes-livro-2a-edicao-2008-2/;;;2000;2016;0;1;0;0;0;0;;0;0;0;0;1;0;0;S
70;M07;Mortalidade por doenças do aparelho circulatório;Taxa de mortalidade por doenças do aparelho circulatório, por 100 mil habitantes, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de morte por doenças do aparelho circulatório e dimensiona a sua magnitude como problema de saúde pública. 2 - Retrata a incidência dessas doenças na população, associada a fatores de risco como tabagismo, hipertensão, obesidade, hipercolesterolemia, diabete, sedentarismo e estresse. 3 - Expressa também as condições de diagnóstico e da assistência médica dispensada.;Numerador: número de óbitos de residentes por doenças do aparelho circulatório X 100.000. Denominador: população total residente ajustada ao meio do ano. Códigos CID-10: I00 a I99.;SIM.;;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos captados pelo sistema de informação sobre mortalidade, especialmente nas regiões Norte e Nordeste. 2 - Apresenta restrição de uso sempre que ocorra elevada proporção de óbitos sem assistência médica ou por causas mal definidas.;;;;2000;2016;0;1;0;0;0;0;;0;0;0;0;1;0;0;S
71;M08;Mortalidade por doenças isquêmicas do coração;Taxa de mortalidade por doenças isquêmicas do coração, por 100 mil habitantes, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de morte por doenças isquêmicas do coração e dimensiona a sua magnitude como problema de saúde pública. 2 - Expressa também as condições de diagnóstico e da assistência médica dispensada.;Numerador: número de óbitos de residentes por doenças isquêmicas do coração x 100.000. Denominador: população total residente ajustada ao meio do ano. Códigos CID-10: I20 a I25.;SIM.;;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;;Mortalidade.;1 - Requer correção da subenumeração de óbitos captados pelo sistema de informação sobre mortalidade, especialmente nas regiões Norte e Nordeste. 2 - Apresenta restrição de uso sempre que ocorra elevada proporção de óbitos sem assistência médica ou por causas mal definidas.;;;;2000;2016;0;1;0;0;0;0;;0;0;0;0;1;0;0;S
72;M09;Mortalidade por doenças cerebrovasculares;Taxa de mortalidade por doenças cerebrovasculares, por 100 mil habitantes, na população residente em determinado espaço geográfico, no ano considerado.;1 - Estima o risco de morte por doenças cerebrovasculares e dimensiona a sua magnitude como problema de saúde pública. 2 - Expressa também as condições de diagnóstico e da assistência médica dispensada.;Numerador: número de óbitos de residentes por doenças cerebrovasculares x 100.000. Denominador: população total residente ao meio do ano. Códigos CID-10: I60-I69.;SIM.;;Mensal.;Anual.;2000 - 2015;Regiões de Saúde.;;Mortalidade.;1 - A taxa de mortalidade específica não padronizada por idade está sujeitas à influência de variações na composição etária da população, o que exige cautela nas comparações entre áreas geográficas e para períodos distintos. 2 - Requer correção da subenumeração de óbitos captados pelo sistema de informação sobre mortalidade, especialmente nas regiões Norte e Nordeste. 3 - Apresenta restrição de uso sempre que ocorra elevada proporção de óbitos sem assistência médica ou por causas mal definidas.;;;;2000;2016;0;1;0;0;0;0;;0;0;0;0;1;0;0;S
