cod_sec_inter;nome_sec_inter;nota1;nota2;ano;quint;t_quint;c_escol;t_escol;quintil;escol;f_etaria;t_f_etaria;c_f_etaria;nome_sec
L411000000001519000;População masculina de 15 a 19 anos de idade;;;;;;;;0;0;1;População masculina por faixa etária;15 a 19;
L411000000001559000;População masculina de 15 a 59 anos de idade;;;;;;;;0;0;1;População masculina por faixa etária;15 a 59;
L411000000001819000;População masculina de 18 a 19 anos de idade;;;;;;;;0;0;1;População masculina por faixa etária;18 a 19;
L411000000002024000;População masculina de 20 a 24 anos de idade;;;;;;;;0;0;1;População masculina por faixa etária;20 a 24;
L411000000002549000;População masculina de 25 a 49 anos de idade;;;;;;;;0;0;1;População masculina por faixa etária;25 a 49;
L411000000005059000;População masculina de 50 a 59 anos de idade;;;;;;;;0;0;1;População masculina por faixa etária;50 a 59;
L411000000006000000;População masculina de 60 anos ou mais de idade;;;;;;;;0;0;1;População masculina por faixa etária;60 ou mais;
L411000000006064000;População masculina de 60 a 64 anos de idade;;;;;;;;0;0;1;População masculina por faixa etária;60 a 64;
L411000000006569000;População masculina de 65 a 69 anos de idade;;;;;;;;0;0;1;População masculina por faixa etária;65 a 69;
L411000000007000000;População masculina de 70 anos ou mais de idade;;;;;;;;0;0;1;População masculina por faixa etária;70 ou mais;
L412000000000000000;População feminina total;;;;;;;;0;0;0;;;
L412000000000001000;População feminina de menos de 1 ano de idade;;;;;;;;0;0;1;População feminina por faixa etária;0 a 1;
L412000000000004000;População feminina de menos de 4 anos de idade;;;;;;;;0;0;1;População feminina por faixa etária;0 a 4;
L412000000000014000;População feminina de até 14 anos de idade;;;;;;;;0;0;1;População feminina por faixa etária;0 a 14;
L412000000000104000;População feminina de 1 a 4 anos de idade;;;;;;;;0;0;1;População feminina por faixa etária;1 a 4;
L412000000000506000;População feminina de 5 a 6 anos de idade;;;;;;;;0;0;1;População feminina por faixa etária;5 a 6;
L412000000000509000;População feminina de 5 a 9 anos de idade;;;;;;;;0;0;1;População feminina por faixa etária;5 a 9;
L412000000000709000;População feminina de 7 a 9 anos de idade;;;;;;;;0;0;1;População feminina por faixa etária;7 a 9;
L412000000001014000;População feminina de 10 a 14 anos de idade;;;;;;;;0;0;1;População feminina por faixa etária;10 a 14;
L412000000001517000;População feminina de 15 a 17 anos de idade;;;;;;;;0;0;1;População feminina por faixa etária;15 a 17;
L412000000001519000;População feminina de 15 a 19 anos de idade;;;;;;;;0;0;1;População feminina por faixa etária;15 a 19;
L412000000001559000;População feminina de 15 a 59 anos de idade;;;;;;;;0;0;1;População feminina por faixa etária;15 a 59;
L412000000001819000;População feminina de 18 a 19 anos de idade;;;;;;;;0;0;1;População feminina por faixa etária;18 a 19;
L412000000002024000;População feminina de 20 a 24 anos de idade;;;;;;;;0;0;1;População feminina por faixa etária;20 a 24;
L412000000002549000;População feminina de 25 a 49 anos de idade;;;;;;;;0;0;1;População feminina por faixa etária;25 a 49;
L412000000005059000;População feminina de 50 a 59 anos de idade;;;;;;;;0;0;1;População feminina por faixa etária;50 a 59;
L412000000006000000;População feminina de 60 anos ou mais de idade;;;;;;;;0;0;1;População feminina por faixa etária;60 ou mais;
L412000000006064000;População feminina de 60 a 64 anos de idade;;;;;;;;0;0;1;População feminina por faixa etária;60 a 64;
L412000000006569000;População feminina de 65 a 69 anos de idade;;;;;;;;0;0;1;População feminina por faixa etária;65 a 69;
L412000000007000000;População feminina de 70 anos ou mais de idade;;;;;;;;0;0;1;População feminina por faixa etária;70 ou mais;
L510000000000000000;Percentual da população analfabeta de 15 anos ou mais ; ;;;;;;;0;0;0;;;
L520000000000000000;Percentual da população residente com renda domiciliar mensal per capita de até meio salário mínimo; ;;;;;;;0;0;0;;;
L570000000000000000;Razão entre a renda dos 10% mais ricos e a dos 40% mais pobres;;;;;;;;0;0;0;;;
L770000000000000000;Razão entre a renda dos 10% mais ricos e 40% mais pobres;;;;;;;;0;0;0;;;
M020000000000000000;Taxa de mortalidade neonatal precoce (0 a 6 dias) por 1000 nascidos vivos; ;;;;;;;0;0;0;;;
M030000000000000000;Taxa de mortalidade neonatal tardia (7 a 27 dias) por 1000 nascidos vivos; ;;;;;;;0;0;0;;;
M040000000000000000;Taxa de mortalidade pós-neonatal (28 a 364 dias) por 1000 nascidos vivos; ;;;;;;;0;0;0;;;
M050000000000000000;Mortalidade proporcional por doença diarreica aguda em menores de 5 anos; ;;;;;;;0;0;0;;;
M0600000B0000000000;Taxa de mortalidade por causas externas por 100 mil habitantes; ;;;;;;;0;0;0;;;
M0600000P0000000000;Taxa de mortalidade por causas externas padronizada por sexo e idade por 100 mil habitantes; ;;;;;;;0;0;0;;;
M0700000B0000000000;Taxa de mortalidade por doenças do aparelho circulatório por 100 mil habitantes; ;;;;;;;0;0;0;;;
M0700000P0000000000;Taxa de mortalidade por doenças do aparelho circulatório padronizada por sexo e idade por 100 mil habitantes; ;;;;;;;0;0;0;;;
M0800000B0000000000;Taxa de mortalidade por doenças isquêmicas do coração por 100 mil habitantes; ;;;;;;;0;0;0;;;
M0800000P0000000000;Taxa de mortalidade por doenças isquêmicas do coração padronizada por sexo e idade por 100 mil habitantes; ;;;;;;;0;0;0;;;
M0900000B0000000000;Taxa de mortalidade por doenças cerebrovasculares por 100 mil habitantes; ;;;;;;;0;0;0;;;
M0900000P0000000000;Taxa de mortalidade por doenças cerebrovasculares padronizada por sexo e idade por 100 mil habitantes; ;;;;;;;0;0;0;;;
M1000000B0000000000;Taxa de mortalidade por neoplasia maligna de colo do útero por 100 mil mulheres; ;;;;;;;0;0;0;;;
M1000000P0000000000;Taxa de mortalidade por neoplasia maligna de colo do útero padronizada por idade por 100 mil mulheres; ;;;;;;;0;0;0;;;
M1100000B0000000000;Taxa de mortalidade por neoplasia maligna da mama por 100 mil mulheres; ;;;;;;;0;0;0;;;
M1100000P0000000000;Taxa de mortalidade por neoplasia maligna da mama padronizada por idade por 100 mil mulheres; ;;;;;;;0;0;0;;;
M1200000B0000000000;Taxa de mortalidade por neoplasia maligna da próstata por 100 mil homens; ;;;;;;;0;0;0;;;
M1200000P0000000000;Taxa de mortalidade por neoplasia maligna da próstata padronizada por idade por 100 mil homens; ;;;;;;;0;0;0;;;
M1300000B0000000000;Taxa de mortalidade por suicídio por 100 mil habitantes;;;;;;;;0;0;0;;;
M1300000P0000000000;Taxa de mortalidade por suicídio padronizada por sexo e idade por 100 mil habitantes;;;;;;;;0;0;0;;;
M1400000B0000000000;Taxa de mortalidade por acidentes de transporte terrestre por 100 mil habitantes;;;;;;;;0;0;0;;;
M1400000P0000000000;Taxa de mortalidade por acidentes de transporte terrestre padronizada por sexo e idade por 100 mil habitantes;;;;;;;;0;0;0;;;
N010000000000000000;Percentual da população de 60 anos ou mais que refere falta de mobilidade articular;;;;;;;;0;0;0;;;
N010000000010000000;Percentual da população de 60 anos ou mais do primeiro quintil de renda que refere falta de mobilidade articular;;;;Q1;Percentual da população de 60 anos ou mais que refere falta de mobilidade articular, por quintil de renda;;;1;0;0;;;
N010000000020000000;Percentual da população de 60 anos ou mais do segundo quintil de renda que refere falta de mobilidade articular;;;;Q2;Percentual da população de 60 anos ou mais que refere falta de mobilidade articular, por quintil de renda;;;1;0;0;;;
N010000000030000000;Percentual da população de 60 anos ou mais do terceiro quintil de renda que refere falta de mobilidade articular;;;;Q3;Percentual da população de 60 anos ou mais que refere falta de mobilidade articular, por quintil de renda;;;1;0;0;;;
N010000000040000000;Percentual da população de 60 anos ou mais do quarto quintil de renda que refere falta de mobilidade articular;;;;Q4;Percentual da população de 60 anos ou mais que refere falta de mobilidade articular, por quintil de renda;;;1;0;0;;;
N010000000050000000;Percentual da população de 60 anos ou mais do quinto quintil de renda que refere falta de mobilidade articular;;;;Q5;Percentual da população de 60 anos ou mais que refere falta de mobilidade articular, por quintil de renda;;;1;0;0;;;
N010000000100000000;Percentual da população de 60 anos ou mais residente em área urbana que refere falta de mobilidade articular;;;;;;;;0;0;0;;;
N010000000200000000;Percentual da população de 60 anos ou mais residente em área rural que refere falta de mobilidade articular;;;;;;;;0;0;0;;;
N010010800000000000;Percentual da população de 60 anos ou mais com 1 a 8 anos de escolaridade que refere falta de mobilidade articular;;;;;;1 a 8;Percentual da população de 60 anos ou mais que refere falta de mobilidade articular, por anos de estudo;0;1;0;;;2
N010091100000000000;Percentual da população de 60 anos ou mais com 9 a 11 anos de escolaridade que refere falta de mobilidade articular;;;;;;9 a 11;Percentual da população de 60 anos ou mais que refere falta de mobilidade articular, por anos de estudo;0;1;0;;;3
N010111100000000000;Percentual da população de 60 anos ou mais com menos de 1 ano de escolaridade que refere falta de mobilidade articular;;;;;;< 1;Percentual da população de 60 anos ou mais que refere falta de mobilidade articular, por anos de estudo;0;1;0;;;1
N010120000000000000;Percentual da população de 60 anos ou mais com 12 anos ou mais de escolaridade que refere falta de mobilidade articular;;;;;;12 ou mais;Percentual da população de 60 anos ou mais que refere falta de mobilidade articular, por anos de estudo;0;1;0;;;4
N011000000000000000;Percentual da população masculina de 60 anos ou mais que refere falta de mobilidade articular;;;;;;;;0;0;0;;;
N012000000000000000;Percentual da população feminina de 60 anos ou mais que refere falta de mobilidade articular;;;;;;;;0;0;0;;;
N020000000000000000;Percentual da população de 60 anos ou mais que refere falta de mobilidade física;;;;;;;;0;0;0;;;
N020000000010000000;Percentual da população de 60 anos ou mais do primeiro quintil de renda que refere falta de mobilidade física;;;;Q1;Percentual da população de 60 anos ou mais que refere falta de mobilidade física, por quintil de renda;;;1;0;0;;;
N020000000020000000;Percentual da população de 60 anos ou mais do segundo quintil de renda que refere falta de mobilidade física;;;;Q2;Percentual da população de 60 anos ou mais que refere não conseguir ou ter grande dificuldade para andar mais de 1 quilômetro, por quintil de renda;;;1;0;0;;;
N020000000030000000;Percentual da população de 60 anos ou mais do terceiro quintil de renda que refere falta de mobilidade física;;;;Q3;Percentual da população de 60 anos ou mais que refere não conseguir ou ter grande dificuldade para andar mais de 1 quilômetro, por quintil de renda;;;1;0;0;;;
N020000000040000000;Percentual da população de 60 anos ou mais do quarto quintil de renda que refere falta de mobilidade física;;;;Q4;Percentual da população de 60 anos ou mais que refere não conseguir ou ter grande dificuldade para andar mais de 1 quilômetro, por quintil de renda;;;1;0;0;;;
N020000000050000000;Percentual da população de 60 anos ou mais do quinto quintil de renda que refere falta de mobilidade física;;;;Q5;Percentual da população de 60 anos ou mais que refere não conseguir ou ter grande dificuldade para andar mais de 1 quilômetro, por quintil de renda;;;1;0;0;;;
N020000000100000000;Percentual da população de 60 anos ou mais residente em área urbana que refere falta de mobilidade física;;;;;;;;0;0;0;;;
N020000000200000000;Percentual da população de 60 anos ou mais residente em área rural que refere falta de mobilidade física;;;;;;;;0;0;0;;;
N020010800000000000;Percentual da população de 60 anos ou mais com 1 a 8 anos de escolaridade que refere falta de mobilidade física;;;;;;1 a 8;Percentual da população de 60 anos ou mais que refere falta de mobilidade física, por anos de estudo;0;1;0;;;2
N020091100000000000;Percentual da população de 60 anos ou mais com 9 a 11 anos de escolaridade que refere falta de mobilidade física;;;;;;9 a 11;Percentual da população de 60 anos ou mais que refere falta de mobilidade física, por anos de estudo;0;1;0;;;3
N020111100000000000;Percentual da população de 60 anos ou mais com menos de 1 ano de escolaridade que refere falta de mobilidade física;;;;;;< 1;Percentual da população de 60 anos ou mais que refere falta de mobilidade física, por anos de estudo;0;1;0;;;1
N020120000000000000;Percentual da população de 60 anos ou mais com 12 anos ou mais de escolaridade que refere falta de mobilidade física;;;;;;12 ou mais;Percentual da população de 60 anos ou mais que refere falta de mobilidade física, por anos de estudo;0;1;0;;;4
N021000000000000000;Percentual da população masculina de 60 anos ou mais que refere falta de mobilidade física;;;;;;;;0;0;0;;;
N022000000000000000;Percentual da população feminina de 60 anos ou mais que refere falta de mobilidade física;;;;;;;;0;0;0;;;
N030000000000000000;Percentual da população de 60 anos ou mais que refere incapacidade funcional para atividades de vida diária;;;;;;;;0;0;0;;;
N030000000010000000;Percentual da população de 60 anos ou mais do primeiro quintil de renda que refere incapacidade funcional para atividades de vida diária;;;;Q1;Percentual da população de 60 anos ou mais que refere incapacidade funcional para atividades de vida diária, por quintil de renda;;;1;0;0;;;
N030000000020000000;Percentual da população de 60 anos ou mais do segundo quintil de renda que refere incapacidade funcional para atividades de vida diária;;;;Q2;Percentual da população com 60 anos ou mais que refere incapacidade funcional para atividades de vida diária, por quintil de renda;;;1;0;0;;;
N030000000030000000;Percentual da população de 60 anos ou mais do terceiro quintil de renda que refere incapacidade funcional para atividades de vida diária;;;;Q3;Percentual da população com 60 anos ou mais que refere incapacidade funcional para atividades de vida diária, por quintil de renda;;;1;0;0;;;
N030000000040000000;Percentual da população de 60 anos ou mais do quarto quintil de renda que refere incapacidade funcional para atividades de vida diária;;;;Q4;Percentual da população com 60 anos ou mais que refere incapacidade funcional para atividades de vida diária, por quintil de renda;;;1;0;0;;;
N030000000050000000;Percentual da população de 60 anos ou mais do quinto quintil de renda que refere incapacidade funcional para atividades de vida diária;;;;Q5;Percentual da população com 60 anos ou mais que refere incapacidade funcional para atividades de vida diária, por quintil de renda;;;1;0;0;;;
N030000000100000000;Percentual da população de 60 anos ou mais residente em área urbana que refere incapacidade funcional para atividades de vida diária;;;;;;;;0;0;0;;;
N030000000200000000;Percentual da população de 60 anos ou mais residente em área rural que refere incapacidade funcional para atividades de vida diária;;;;;;;;0;0;0;;;
N030010800000000000;Percentual da população de 60 anos ou mais com 1 a 8 anos de escolaridade que refere incapacidade funcional para atividades de vida diária;;;;;;1 a 8;Percentual da população de 60 anos ou mais que refere incapacidade funcional para atividades de vida diária, por anos de estudo;0;1;0;;;2
N030091100000000000;Percentual da população de 60 anos ou mais com 9 a 11 anos de escolaridade que refere incapacidade funcional para atividades de vida diária;;;;;;9 a 11;Percentual da população de 60 anos ou mais que refere incapacidade funcional para atividades de vida diária, por anos de estudo;0;1;0;;;3
N030111100000000000;Percentual da população de 60 anos ou mais com menos de 1 ano de escolaridade que refere incapacidade funcional para atividades de vida diária;;;;;;< 1;Percentual da população de 60 anos ou mais que refere incapacidade funcional para atividades de vida diária, por anos de estudo;0;1;0;;;1
N030120000000000000;Percentual da população de 60 anos ou mais com 12 anos ou mais de escolaridade que refere incapacidade funcional para atividades de vida diária;;;;;;12 ou mais;Percentual da população de 60 anos ou mais que refere incapacidade funcional para atividades de vida diária, por anos de estudo;0;1;0;;;4
N031000000000000000;Percentual da população masculina de 60 anos ou mais que refere incapacidade funcional para atividades de vida diária;;;;;;;;0;0;0;;;
N032000000000000000;Percentual da população feminina de 60 anos ou mais que refere incapacidade funcional para atividades de vida diária;;;;;;;;0;0;0;;;
O010000000000000000;Percentual da população que refere restrições para exercer atividades rotineiras por motivo de saúde;;;;;;;;0;0;0;;;
O010000000010000000;Percentual da população do primeiro quintil de renda que refere restrições para exercer atividades rotineiras por motivo de saúde;;;;Q1;Percentual da população que refere restrições para exercer atividades rotineiras por motivo de saúde, por quintil de renda;;;1;0;0;;;
O010000000020000000;Percentual da população do segundo quintil de renda que refere restrições para exercer atividades rotineiras por motivo de saúde;;;;Q2;Percentual da população que refere restrições para exercer atividades rotineiras por motivo de saúde, por quintil de renda;;;1;0;0;;;
O010000000030000000;Percentual da população do terceiro quintil de renda que refere restrições para exercer atividades rotineiras por motivo de saúde;;;;Q3;Percentual da população que refere restrições para exercer atividades rotineiras por motivo de saúde, por quintil de renda;;;1;0;0;;;
O010000000040000000;Percentual da população do quarto quintil de renda que refere restrições para exercer atividades rotineiras por motivo de saúde;;;;Q4;Percentual da população que refere restrições para exercer atividades rotineiras por motivo de saúde, por quintil de renda;;;1;0;0;;;
O010000000050000000;Percentual da população do quinto quintil de renda que refere restrições para exercer atividades rotineiras por motivo de saúde;;;;Q5;Percentual da população que refere restrições para exercer atividades rotineiras por motivo de saúde, por quintil de renda;;;1;0;0;;;
O010000000100000000;Percentual da população residente em área urbana que refere restrições para exercer atividades rotineiras por motivo de saúde;;;;;;;;0;0;0;;;
O010000000200000000;Percentual da população residente em área rural que refere restrições para exercer atividades rotineiras por motivo de saúde;;;;;;;;0;0;0;;;
O010010800000000000;Percentual da população com 1 a 8 anos de escolaridade que refere restrições para exercer atividades rotineiras por motivo de saúde;;;;;;1 a 8;Percentual da população que refere restrições para exercer atividades rotineiras por motivo de saúde, por anos de estudo;0;1;0;;;2
O010091100000000000;Percentual da população com 9 a 11 anos de escolaridade que refere restrições para exercer atividades rotineiras por motivo de saúde;;;;;;9 a 11;Percentual da população que refere restrições para exercer atividades rotineiras por motivo de saúde, por anos de estudo;0;1;0;;;3
O010111100000000000;Percentual da população com menos de 1 ano de escolaridade que refere restrições para exercer atividades rotineiras por motivo de saúde;;;;;;< 1;Percentual da população que refere restrições para exercer atividades rotineiras por motivo de saúde, por anos de estudo;0;1;0;;;1
O010120000000000000;Percentual da população com 12 anos ou mais de escolaridade que refere restrições para exercer atividades rotineiras por motivo de saúde;;;;;;12 ou mais;Percentual da população que refere restrições para exercer atividades rotineiras por motivo de saúde, por anos de estudo;0;1;0;;;4
O011000000000000000;Percentual da população masculina que refere restrições para exercer atividades rotineiras por motivo de saúde;;;;;;;;0;0;0;;;
O012000000000000000;Percentual da população feminina que refere restrições para exercer atividades rotineiras por motivo de saúde;;;;;;;;0;0;0;;;
O020000000000000000;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de diabetes ;;;;;;;;0;0;0;;;
O020000000010000000;Percentual da população de 20 a 79 anos do primeiro quintil de renda que refere ter tido diagnóstico de diabetes;;;;Q1;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de diabetes, por quintil de renda;;;1;0;0;;;
O020000000020000000;Percentual da população de 20 a 79 anos do segundo quintil de renda que refere ter tido diagnóstico de diabetes;;;;Q2;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de diabetes, por quintil de renda;;;1;0;0;;;
O020000000030000000;Percentual da população de 20 a 79 anos do terceiro quintil de renda que refere ter tido diagnóstico de diabetes;;;;Q3;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de diabetes, por quintil de renda;;;1;0;0;;;
O020000000040000000;Percentual da população de 20 a 79 anos do quarto quintil de renda que refere ter tido diagnóstico de diabetes;;;;Q4;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de diabetes, por quintil de renda;;;1;0;0;;;
O020000000050000000;Percentual da população de 20 a 79 anos do quinto quintil de renda que refere ter tido diagnóstico de diabetes;;;;Q5;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de diabetes, por quintil de renda;;;1;0;0;;;
O020000000100000000;Percentual da população de 20 a 79 anos residente em área urbana que refere ter tido diagnóstico de diabetes ;;;;;;;;0;0;0;;;
O020000000200000000;Percentual da população de 20 a 79 anos residente em área rural que refere ter tido diagnóstico de diabetes ;;;;;;;;0;0;0;;;
O020010800000000000;Percentual da população de 20 a 79 anos com 1 a 8 anos de escolaridade que refere ter tido diagnóstico de diabetes;;;;;;1 a 8;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de diabetes, por anos de estudo;0;1;0;;;2
O020091100000000000;Percentual da população de 20 a 79 anos com 9 a 11 anos de escolaridade que refere ter tido diagnóstico de diabetes;;;;;;9 a 11;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de diabetes, por anos de estudo;0;1;0;;;3
O020111100000000000;Percentual da população de 20 a 79 anos com menos de 1 ano de escolaridade que refere ter tido diagnóstico de diabetes;;;;;;< 1;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de diabetes, por anos de estudo;0;1;0;;;1
O020120000000000000;Percentual da população de 20 a 79 anos com 12 anos ou mais de escolaridade que refere ter tido diagnóstico de diabetes;;;;;;12 ou mais;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de diabetes, por anos de estudo;0;1;0;;;4
O021000000000000000;Percentual da população masculina de 20 a 79 anos que refere ter tido diagnóstico de diabetes ;;;;;;;;0;0;0;;;
O022000000000000000;Percentual da população feminina de 20 a 79 anos que refere ter tido diagnóstico de diabetes ;;;;;;;;0;0;0;;;
O030000000000000000;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de hipertensão ;;;;;;;;0;0;0;;;
O030000000010000000;Percentual da população de 20 a 79 anos do primeiro quintil de renda que refere ter tido diagnóstico de hipertensão;;;;Q1;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de hipertensão, por quintil de renda;;;1;0;0;;;
O030000000020000000;Percentual da população de 20 a 79 anos do segundo quintil de renda que refere ter tido diagnóstico de hipertensão;;;;Q2;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de hipertensão, por quintil de renda;;;1;0;0;;;
O030000000030000000;Percentual da população de 20 a 79 anos do terceiro quintil de renda que refere ter tido diagnóstico de hipertensão;;;;Q3;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de hipertensão, por quintil de renda;;;1;0;0;;;
O030000000040000000;Percentual da população de 20 a 79 anos do quarto quintil de renda que refere ter tido diagnóstico de hipertensão;;;;Q4;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de hipertensão, por quintil de renda;;;1;0;0;;;
O030000000050000000;Percentual da população de 20 a 79 anos do quinto quintil de renda que refere ter tido diagnóstico de hipertensão;;;;Q5;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de hipertensão, por quintil de renda;;;1;0;0;;;
O030000000100000000;Percentual da população de 20 a 79 anos residente em área urbana que refere ter tido diagnóstico de hipertensão ;;;;;;;;0;0;0;;;
O030000000200000000;Percentual da população de 20 a 79 anos residente em área rural que refere ter tido diagnóstico de hipertensão ;;;;;;;;0;0;0;;;
O030010800000000000;Percentual da população de 20 a 79 anos com 1 a 8 anos de escolaridade que refere ter tido diagnóstico de hipertensão;;;;;;1 a 8;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de hipertensão, por anos de estudo;0;1;0;;;2
O030091100000000000;Percentual da população de 20 a 79 anos com 9 a 11 anos de escolaridade que refere ter tido diagnóstico de hipertensão;;;;;;9 a 11;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de hipertensão, por anos de estudo;0;1;0;;;3
O030111100000000000;Percentual da população de 20 a 79 anos com menos de 1 ano de escolaridade que refere ter tido diagnóstico de hipertensão;;;;;;< 1;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de hipertensão, por anos de estudo;0;1;0;;;1
O030120000000000000;Percentual da população de 20 a 79 anos com 12 anos ou mais de escolaridade que refere ter tido diagnóstico de hipertensão;;;;;;12 ou mais;Percentual da população de 20 a 79 anos que refere ter tido diagnóstico de hipertensão, por anos de estudo;0;1;0;;;4
O031000000000000000;Percentual da população masculina de 20 a 79 anos que refere ter tido diagnóstico de hipertensão ;;;;;;;;0;0;0;;;
O032000000000000000;Percentual da população feminina de 20 a 79 anos que refere ter tido diagnóstico de hipertensão ;;;;;;;;0;0;0;;;
O040000000000000000;Taxa de incidência de dengue por 100 mil habitantes;Taxa por 100 mil habitantes;;;;;;;0;0;0;;;
O050000000000000000;Taxa de prevalência de pacientes em diálise renal por 100 mil habitantes; ;;;;;;;0;0;0;;;
O050000000000029000;Taxa de prevalência de pacientes em diálise renal por 100 mil habitantes com até 29 anos;Taxa por 100 mil habitantes;;;;;;;0;0;1;Taxa de prevalência de pacientes em diálise renal, por faixas de idade;<= 29;
O050000000003059000;Taxa de prevalência de pacientes em diálise renal por 100 mil habitantes com 30 a 59 anos;Taxa por 100 mil habitantes;;;;;;;0;0;1;Taxa de prevalência de pacientes em diálise renal, por faixas de idade;30 a 59;
O050000000006000000;Taxa de prevalência de pacientes em diálise renal por 100 mil habitantes com 60 anos ou mais;Taxa por 100 mil habitantes;;;;;;;0;0;1;Taxa de prevalência de pacientes em diálise renal, por faixas de idade;60 ou mais;
O060000000000000000;Percentual da população com estado de saúde ruim ou muito ruim;;;;;;;;0;0;0;;;
O060000000010000000;Percentual da população do primeiro quintil de renda com estado de saúde ruim ou muito ruim;;;;Q1;Percentual da população com estado de saúde ruim ou muito ruim, por quintil de renda;;;1;0;0;;;
O060000000020000000;Percentual da população do segundo quintil de renda com estado de saúde ruim ou muito ruim;;;;Q2;Percentual da população com estado de saúde ruim ou muito ruim, por quintil de renda;;;1;0;0;;;
O060000000030000000;Percentual da população do terceiro quintil de renda com estado de saúde ruim ou muito ruim;;;;Q3;Percentual da população com estado de saúde ruim ou muito ruim, por quintil de renda;;;1;0;0;;;
O060000000040000000;Percentual da população do quarto quintil de renda com estado de saúde ruim ou muito ruim;;;;Q4;Percentual da população com estado de saúde ruim ou muito ruim, por quintil de renda;;;1;0;0;;;
O060000000050000000;Percentual da população do quinto quintil de renda com estado de saúde ruim ou muito ruim;;;;Q5;Percentual da população com estado de saúde ruim ou muito ruim, por quintil de renda;;;1;0;0;;;
O060000000100000000;Percentual da população residente em área urbana com estado de saúde ruim ou muito ruim;;;;;;;;0;0;0;;;
O060000000200000000;Percentual da população residente em área rural com estado de saúde ruim ou muito ruim;;;;;;;;0;0;0;;;
O060010800000000000;Percentual da população com 1 a 8 anos de escolaridade com estado de saúde ruim ou muito ruim;;;;;;1 a 8;Percentual da população com estado de saúde ruim ou muito ruim, por anos de estudo;0;1;0;;;2
O060091100000000000;Percentual da população com 9 a 11 anos de escolaridade com estado de saúde ruim ou muito ruim;;;;;;9 a 11;Percentual da população com estado de saúde ruim ou muito ruim, por anos de estudo;0;1;0;;;3
O060111100000000000;Percentual da população com menos de 1 ano de escolaridade com estado de saúde ruim ou muito ruim;;;;;;< 1;Percentual da população com estado de saúde ruim ou muito ruim, por anos de estudo;0;1;0;;;1
O060120000000000000;Percentual da população com 12 anos ou mais de escolaridade com estado de saúde ruim ou muito ruim;;;;;;12 ou mais;Percentual da população com estado de saúde ruim ou muito ruim, por anos de estudo;0;1;0;;;4
O061000000000000000;Percentual da população masculina com estado de saúde ruim ou muito ruim;;;;;;;;0;0;0;;;
O062000000000000000;Percentual da população feminina com estado de saúde ruim ou muito ruim;;;;;;;;0;0;0;;;
O070000000000000000;Incidência de Hepatite C;;;;;;;;0;0;0;;;
P010000000000000000;Percentual da população com estado de saúde bom ou muito bom;;;;;;;;0;0;0;;;
P010000000010000000;Percentual da população do primeiro quintil de renda com estado de saúde bom ou muito bom;;;;Q1;Percentual da população com estado de saúde bom ou muito bom, por quintil de renda;;;1;0;0;;;
P010000000020000000;Percentual da população do segundo quintil de renda com estado de saúde bom ou muito bom;;;;Q2;Percentual da população com estado de saúde bom ou muito bom, por quintil de renda;;;1;0;0;;;
P010000000030000000;Percentual da população do terceiro quintil de renda com estado de saúde bom ou muito bom;;;;Q3;Percentual da população com estado de saúde bom ou muito bom, por quintil de renda;;;1;0;0;;;
P010000000040000000;Percentual da população do quarto quintil de renda com estado de saúde bom ou muito bom;;;;Q4;Percentual da população com estado de saúde bom ou muito bom, por quintil de renda;;;1;0;0;;;
P010000000050000000;Percentual da população do quinto quintil de renda com estado de saúde bom ou muito bom;;;;Q5;Percentual da população com estado de saúde bom ou muito bom, por quintil de renda;;;1;0;0;;;
P010000000100000000;Percentual da população residente em área urbana com estado de saúde bom ou muito bom;;;;;;;;0;0;0;;;
P010000000200000000;Percentual da população residente em área rural com estado de saúde bom ou muito bom;;;;;;;;0;0;0;;;
P010010800000000000;Percentual da população com 1 a 8 anos de escolaridade com estado de saúde bom ou muito bom;;;;;;1 a 8;Percentual da população que refere seu estado de saúde como muito bom ou bom, por anos de estudo;0;1;0;;;2
P010091100000000000;Percentual da população com 9 a 11 anos de escolaridade com estado de saúde bom ou muito bom;;;;;;9 a 11;Percentual da população que refere seu estado de saúde como muito bom ou bom, por anos de estudo;0;1;0;;;3
P010111100000000000;Percentual da população com menos de 1 ano de escolaridade com estado de saúde bom ou muito bom;;;;;;< 1;Percentual da população com estado de saúde bom ou muito bom, por anos de estudo;0;1;0;;;1
